,date,p (mbar),rh (%),T (degC)
51992,2020-12-27 02:50:00,984.09,74.49,1.18
51993,2020-12-27 03:00:00,983.89,74.31,1.17
51994,2020-12-27 03:10:00,983.63,74.82,1.1
51995,2020-12-27 03:20:00,983.46,75.07,1.03
51996,2020-12-27 03:30:00,983.23,74.97,0.98
51997,2020-12-27 03:40:00,982.89,74.77,0.93
51998,2020-12-27 03:50:00,982.8,76.16,0.82
51999,2020-12-27 04:00:00,982.64,77.57,0.71
52000,2020-12-27 04:10:00,982.38,78.9,0.58
52001,2020-12-27 04:20:00,982.16,78.9,0.5
52002,2020-12-27 04:30:00,982.01,78.74,0.48
52003,2020-12-27 04:40:00,981.74,79.24,0.4
52004,2020-12-27 04:50:00,981.55,78.87,0.38
52005,2020-12-27 05:00:00,981.36,78.21,0.4
52006,2020-12-27 05:10:00,981.22,78.15,0.34
52007,2020-12-27 05:20:00,980.79,77.69,0.31
52008,2020-12-27 05:30:00,980.46,77.34,0.25
52009,2020-12-27 05:40:00,980.3,76.75,0.23
52010,2020-12-27 05:50:00,980.05,75.94,0.29
52011,2020-12-27 06:00:00,979.75,74.93,0.35
52012,2020-12-27 06:10:00,979.66,74.4,0.41
52013,2020-12-27 06:20:00,979.51,74.57,0.36
52014,2020-12-27 06:30:00,979.26,74.27,0.33
52015,2020-12-27 06:40:00,979.11,73.35,0.41
52016,2020-12-27 06:50:00,979.04,71.7,0.55
52017,2020-12-27 07:00:00,978.94,70.81,0.62
52018,2020-12-27 07:10:00,978.73,70.44,0.6
52019,2020-12-27 07:20:00,978.41,70.53,0.52
52020,2020-12-27 07:30:00,978.15,70.48,0.47
52021,2020-12-27 07:40:00,977.99,70.97,0.39
52022,2020-12-27 07:50:00,977.61,70.44,0.38
52023,2020-12-27 08:00:00,977.36,70.13,0.34
52024,2020-12-27 08:10:00,977.11,69.09,0.35
52025,2020-12-27 08:20:00,976.97,67.61,0.4
52026,2020-12-27 08:30:00,976.86,66.53,0.35
52027,2020-12-27 08:40:00,976.79,66.14,0.29
52028,2020-12-27 08:50:00,976.63,65.42,0.24
52029,2020-12-27 09:00:00,976.48,65.04,0.23
52030,2020-12-27 09:10:00,976.43,64.6,0.24
52031,2020-12-27 09:20:00,976.34,65.06,0.17
52032,2020-12-27 09:30:00,976.1,65.6,0.07
52033,2020-12-27 09:40:00,975.83,65.93,-0.02
52034,2020-12-27 09:50:00,975.59,66.78,-0.1
52035,2020-12-27 10:00:00,975.5,66.9,-0.09
52036,2020-12-27 10:10:00,975.65,66.72,-0.03
52037,2020-12-27 10:20:00,975.41,66.42,0.0
52038,2020-12-27 10:30:00,975.07,66.41,0.0
52039,2020-12-27 10:40:00,975.01,66.26,0.02
52040,2020-12-27 10:50:00,974.68,66.52,0.01
52041,2020-12-27 11:00:00,974.49,66.59,0.0
52042,2020-12-27 11:10:00,974.32,66.48,0.01
52043,2020-12-27 11:20:00,974.05,65.4,0.04
52044,2020-12-27 11:30:00,973.68,64.94,0.07
52045,2020-12-27 11:40:00,973.36,65.09,0.08
52046,2020-12-27 11:50:00,973.03,65.36,0.04
52047,2020-12-27 12:00:00,972.72,65.98,-0.06
52048,2020-12-27 12:10:00,972.33,66.55,-0.15
52049,2020-12-27 12:20:00,972.08,67.21,-0.18
52050,2020-12-27 12:30:00,971.75,67.81,-0.2
52051,2020-12-27 12:40:00,971.56,68.08,-0.22
52052,2020-12-27 12:50:00,971.3,68.65,-0.19
52053,2020-12-27 13:00:00,970.89,69.03,-0.15
52054,2020-12-27 13:10:00,970.54,68.93,-0.1
52055,2020-12-27 13:20:00,970.18,68.76,-0.02
52056,2020-12-27 13:30:00,969.87,69.01,0.03
52057,2020-12-27 13:40:00,969.59,69.12,0.09
52058,2020-12-27 13:50:00,969.28,69.01,0.19
52059,2020-12-27 14:00:00,968.99,69.02,0.3
52060,2020-12-27 14:10:00,968.69,68.7,0.41
52061,2020-12-27 14:20:00,968.5,68.7,0.5
52062,2020-12-27 14:30:00,968.23,68.38,0.54
52063,2020-12-27 14:40:00,968.12,67.81,0.6
52064,2020-12-27 14:50:00,967.97,67.4,0.67
52065,2020-12-27 15:00:00,967.84,67.27,0.71
52066,2020-12-27 15:10:00,967.59,67.18,0.75
52067,2020-12-27 15:20:00,967.38,67.55,0.74
52068,2020-12-27 15:30:00,967.26,67.53,0.74
52069,2020-12-27 15:40:00,967.05,67.9,0.72
52070,2020-12-27 15:50:00,966.99,67.79,0.73
52071,2020-12-27 16:00:00,966.75,67.75,0.71
52072,2020-12-27 16:10:00,966.26,66.91,0.69
52073,2020-12-27 16:20:00,965.96,65.39,0.78
52074,2020-12-27 16:30:00,965.96,65.84,0.78
52075,2020-12-27 16:40:00,965.8,66.36,0.83
52076,2020-12-27 16:50:00,965.54,66.98,0.94
52077,2020-12-27 17:00:00,965.29,67.49,1.1
52078,2020-12-27 17:10:00,965.07,67.52,1.28
52079,2020-12-27 17:20:00,964.78,66.89,1.51
52080,2020-12-27 17:30:00,964.62,65.26,1.72
52081,2020-12-27 17:40:00,964.45,63.26,1.87
52082,2020-12-27 17:50:00,964.14,61.59,1.91
52083,2020-12-27 18:00:00,964.05,61.02,1.91
52084,2020-12-27 18:10:00,963.87,60.71,1.89
52085,2020-12-27 18:20:00,963.78,60.01,1.89
52086,2020-12-27 18:30:00,963.44,58.78,1.93
52087,2020-12-27 18:40:00,963.2,58.08,1.98
52088,2020-12-27 18:50:00,962.99,56.56,2.1
52089,2020-12-27 19:00:00,962.74,55.16,2.21
52090,2020-12-27 19:10:00,962.45,54.28,2.2
52091,2020-12-27 19:20:00,962.43,53.6,2.21
52092,2020-12-27 19:30:00,962.38,50.99,2.33
52093,2020-12-27 19:40:00,962.17,48.34,2.48
52094,2020-12-27 19:50:00,961.9,47.43,2.51
52095,2020-12-27 20:00:00,961.92,47.24,2.5
52096,2020-12-27 20:10:00,961.75,48.26,2.37
52097,2020-12-27 20:20:00,961.55,48.56,2.28
52098,2020-12-27 20:30:00,961.28,48.97,2.15
52099,2020-12-27 20:40:00,961.1,49.73,1.97
52100,2020-12-27 20:50:00,961.03,48.94,2.09
52101,2020-12-27 21:00:00,961.14,47.7,2.21
52102,2020-12-27 21:10:00,961.08,46.78,2.24
52103,2020-12-27 21:20:00,961.0,45.76,2.38
52104,2020-12-27 21:30:00,960.9,46.53,2.31
52105,2020-12-27 21:40:00,960.72,47.92,2.15
52106,2020-12-27 21:50:00,960.48,49.6,2.03
52107,2020-12-27 22:00:00,960.37,51.85,1.78
52108,2020-12-27 22:10:00,960.21,53.19,1.69
52109,2020-12-27 22:20:00,960.04,53.65,1.84
52110,2020-12-27 22:30:00,960.09,53.41,1.65
52111,2020-12-27 22:40:00,960.29,54.17,1.41
52112,2020-12-27 22:50:00,960.23,53.66,1.52
52113,2020-12-27 23:00:00,960.16,53.88,1.47
52114,2020-12-27 23:10:00,960.14,55.08,1.27
52115,2020-12-27 23:20:00,960.16,56.7,1.08
52116,2020-12-27 23:30:00,960.17,57.5,1.0
52117,2020-12-27 23:40:00,960.04,58.02,0.92
52118,2020-12-27 23:50:00,959.82,59.14,0.82
52119,2020-12-28 00:00:00,959.83,59.89,0.77
52120,2020-12-28 00:10:00,959.9,60.39,0.7
52121,2020-12-28 00:20:00,959.67,60.45,0.74
52122,2020-12-28 00:30:00,959.42,61.45,0.68
52123,2020-12-28 00:40:00,959.33,62.66,0.61
52124,2020-12-28 00:50:00,959.34,63.09,0.65
52125,2020-12-28 01:00:00,959.34,63.48,0.7
52126,2020-12-28 01:10:00,959.23,64.33,0.76
52127,2020-12-28 01:20:00,958.99,64.63,0.82
52128,2020-12-28 01:30:00,958.87,64.29,0.87
52129,2020-12-28 01:40:00,958.81,64.76,0.85
52130,2020-12-28 01:50:00,958.63,65.44,0.79
52131,2020-12-28 02:00:00,958.73,66.05,0.82
52132,2020-12-28 02:10:00,958.65,66.41,0.93
52133,2020-12-28 02:20:00,958.69,66.4,1.02
52134,2020-12-28 02:30:00,958.53,66.89,1.08
52135,2020-12-28 02:40:00,958.25,67.52,1.13
52136,2020-12-28 02:50:00,958.18,68.11,1.13
52137,2020-12-28 03:00:00,958.1,68.74,1.07
52138,2020-12-28 03:10:00,957.88,69.46,0.99
52139,2020-12-28 03:20:00,958.02,69.58,1.01
52140,2020-12-28 03:30:00,957.92,69.89,1.03
52141,2020-12-28 03:40:00,957.72,70.36,1.01
52142,2020-12-28 03:50:00,957.49,70.84,1.01
52143,2020-12-28 04:00:00,957.31,71.3,0.98
52144,2020-12-28 04:10:00,957.23,71.94,0.93
52145,2020-12-28 04:20:00,957.1,72.16,1.0
52146,2020-12-28 04:30:00,956.96,72.54,1.04
52147,2020-12-28 04:40:00,956.9,73.08,0.99
52148,2020-12-28 04:50:00,956.86,73.89,0.93
52149,2020-12-28 05:00:00,956.95,74.33,0.9
52150,2020-12-28 05:10:00,956.91,74.48,0.9
52151,2020-12-28 05:20:00,956.85,75.09,0.8
52152,2020-12-28 05:30:00,956.82,75.52,0.74
52153,2020-12-28 05:40:00,956.71,76.26,0.69
52154,2020-12-28 05:50:00,956.68,77.04,0.64
52155,2020-12-28 06:00:00,956.6,77.4,0.61
52156,2020-12-28 06:10:00,956.51,78.15,0.6
52157,2020-12-28 06:20:00,956.34,78.31,0.62
52158,2020-12-28 06:30:00,956.37,78.91,0.51
52159,2020-12-28 06:40:00,956.42,79.54,0.38
52160,2020-12-28 06:50:00,956.36,79.99,0.4
52161,2020-12-28 07:00:00,956.36,79.86,0.52
52162,2020-12-28 07:10:00,956.65,80.2,0.44
52163,2020-12-28 07:20:00,956.92,80.7,0.51
52164,2020-12-28 07:30:00,956.95,79.73,0.73
52165,2020-12-28 07:40:00,956.78,79.63,0.86
52166,2020-12-28 07:50:00,956.68,79.92,0.84
52167,2020-12-28 08:00:00,956.63,80.3,0.82
52168,2020-12-28 08:10:00,956.68,79.64,1.0
52169,2020-12-28 08:20:00,956.69,78.42,1.32
52170,2020-12-28 08:30:00,956.85,78.54,1.32
52171,2020-12-28 08:40:00,956.85,78.39,1.43
52172,2020-12-28 08:50:00,956.99,78.64,1.39
52173,2020-12-28 09:00:00,957.04,79.3,1.48
52174,2020-12-28 09:10:00,957.1,78.5,1.86
52175,2020-12-28 09:20:00,956.97,78.49,2.01
52176,2020-12-28 09:30:00,956.91,79.2,2.0
52177,2020-12-28 09:40:00,956.93,80.6,1.87
52178,2020-12-28 09:50:00,956.94,79.87,2.02
52179,2020-12-28 10:00:00,956.95,79.01,2.21
52180,2020-12-28 10:10:00,956.98,78.71,2.25
52181,2020-12-28 10:20:00,957.1,79.62,2.1
52182,2020-12-28 10:30:00,957.14,80.0,2.09
52183,2020-12-28 10:40:00,957.02,78.62,2.38
52184,2020-12-28 10:50:00,956.95,77.66,2.67
52185,2020-12-28 11:00:00,956.99,77.3,2.79
52186,2020-12-28 11:10:00,956.95,76.27,2.91
52187,2020-12-28 11:20:00,956.86,75.94,3.05
52188,2020-12-28 11:30:00,956.85,75.44,3.16
52189,2020-12-28 11:40:00,956.87,74.98,3.29
52190,2020-12-28 11:50:00,956.83,74.49,3.42
52191,2020-12-28 12:00:00,956.66,74.02,3.56
52192,2020-12-28 12:10:00,956.55,73.87,3.62
52193,2020-12-28 12:20:00,956.37,73.11,3.86
52194,2020-12-28 12:30:00,956.21,72.09,4.13
52195,2020-12-28 12:40:00,956.14,71.42,4.23
52196,2020-12-28 12:50:00,956.03,71.42,4.16
52197,2020-12-28 13:00:00,956.0,72.01,3.99
52198,2020-12-28 13:10:00,955.95,71.85,4.0
52199,2020-12-28 13:20:00,955.89,71.82,3.93
52200,2020-12-28 13:30:00,955.86,71.61,3.92
52201,2020-12-28 13:40:00,955.76,71.76,3.9
52202,2020-12-28 13:50:00,955.71,72.11,3.92
52203,2020-12-28 14:00:00,955.66,71.81,3.87
52204,2020-12-28 14:10:00,955.69,72.11,3.76
52205,2020-12-28 14:20:00,955.74,72.08,3.69
52206,2020-12-28 14:30:00,955.78,71.96,3.64
52207,2020-12-28 14:40:00,955.76,71.35,3.66
52208,2020-12-28 14:50:00,955.81,71.59,3.68
52209,2020-12-28 15:00:00,955.77,71.52,3.69
52210,2020-12-28 15:10:00,955.75,70.92,3.71
52211,2020-12-28 15:20:00,955.81,70.97,3.75
52212,2020-12-28 15:30:00,955.78,71.11,3.76
52213,2020-12-28 15:40:00,955.9,71.62,3.74
52214,2020-12-28 15:50:00,955.88,72.44,3.65
52215,2020-12-28 16:00:00,955.94,74.69,3.53
52216,2020-12-28 16:10:00,956.03,75.36,3.38
52217,2020-12-28 16:20:00,956.03,77.03,3.24
52218,2020-12-28 16:30:00,955.94,78.02,3.25
52219,2020-12-28 16:40:00,955.95,79.7,3.13
52220,2020-12-28 16:50:00,955.82,78.24,3.06
52221,2020-12-28 17:00:00,955.8,78.97,3.11
52222,2020-12-28 17:10:00,955.82,80.2,2.98
52223,2020-12-28 17:20:00,955.8,80.7,2.91
52224,2020-12-28 17:30:00,955.8,81.6,2.85
52225,2020-12-28 17:40:00,955.88,82.4,2.74
52226,2020-12-28 17:50:00,955.94,83.2,2.68
52227,2020-12-28 18:00:00,956.02,84.4,2.63
52228,2020-12-28 18:10:00,956.01,85.8,2.53
52229,2020-12-28 18:20:00,956.09,88.7,2.31
52230,2020-12-28 18:30:00,956.19,91.7,2.0
52231,2020-12-28 18:40:00,956.19,94.5,1.76
52232,2020-12-28 18:50:00,956.21,96.0,1.58
52233,2020-12-28 19:00:00,956.29,97.6,1.36
52234,2020-12-28 19:10:00,956.32,99.0,1.11
52235,2020-12-28 19:20:00,956.35,100.0,0.85
52236,2020-12-28 19:30:00,956.37,100.0,0.66
52237,2020-12-28 19:40:00,956.36,100.0,0.45
52238,2020-12-28 19:50:00,956.2,100.0,0.32
52239,2020-12-28 20:00:00,956.18,100.0,0.29
52240,2020-12-28 20:10:00,956.14,100.0,0.33
52241,2020-12-28 20:20:00,956.16,100.0,0.33
52242,2020-12-28 20:30:00,956.07,100.0,0.37
52243,2020-12-28 20:40:00,956.05,100.0,0.34
52244,2020-12-28 20:50:00,956.03,100.0,0.25
52245,2020-12-28 21:00:00,955.89,100.0,0.17
52246,2020-12-28 21:10:00,955.83,100.0,0.15
52247,2020-12-28 21:20:00,955.83,100.0,0.17
52248,2020-12-28 21:30:00,955.73,100.0,0.21
52249,2020-12-28 21:40:00,955.64,100.0,0.21
52250,2020-12-28 21:50:00,955.58,100.0,0.29
52251,2020-12-28 22:00:00,955.59,100.0,0.33
52252,2020-12-28 22:10:00,955.74,100.0,0.37
52253,2020-12-28 22:20:00,955.94,100.0,0.35
52254,2020-12-28 22:30:00,956.06,100.0,0.39
52255,2020-12-28 22:40:00,956.08,100.0,0.45
52256,2020-12-28 22:50:00,956.11,100.0,0.47
52257,2020-12-28 23:00:00,956.18,100.0,0.52
52258,2020-12-28 23:10:00,956.27,100.0,0.51
52259,2020-12-28 23:20:00,956.32,100.0,0.43
52260,2020-12-28 23:30:00,956.32,100.0,0.43
52261,2020-12-28 23:40:00,956.19,100.0,0.4
52262,2020-12-28 23:50:00,956.13,100.0,0.34
52263,2020-12-29 00:00:00,956.11,100.0,0.29
52264,2020-12-29 00:10:00,956.23,100.0,0.29
52265,2020-12-29 00:20:00,956.46,100.0,0.14
52266,2020-12-29 00:30:00,956.55,100.0,0.06
52267,2020-12-29 00:40:00,956.62,100.0,0.01
52268,2020-12-29 00:50:00,956.71,100.0,0.03
52269,2020-12-29 01:00:00,956.66,100.0,0.02
52270,2020-12-29 01:10:00,956.77,100.0,0.2
52271,2020-12-29 01:20:00,956.8,100.0,0.23
52272,2020-12-29 01:30:00,956.58,100.0,0.19
52273,2020-12-29 01:40:00,956.57,100.0,0.06
52274,2020-12-29 01:50:00,956.63,100.0,-0.06
52275,2020-12-29 02:00:00,956.67,100.0,-0.06
52276,2020-12-29 02:10:00,956.74,100.0,-0.02
52277,2020-12-29 02:20:00,956.78,100.0,-0.07
52278,2020-12-29 02:30:00,956.85,100.0,-0.13
52279,2020-12-29 02:40:00,956.88,100.0,-0.2
52280,2020-12-29 02:50:00,956.76,100.0,-0.05
52281,2020-12-29 03:00:00,956.73,100.0,0.01
52282,2020-12-29 03:10:00,956.84,100.0,-0.15
52283,2020-12-29 03:20:00,956.89,100.0,-0.02
52284,2020-12-29 03:30:00,956.89,100.0,0.05
52285,2020-12-29 03:40:00,956.98,100.0,-0.17
52286,2020-12-29 03:50:00,956.97,100.0,-0.56
52287,2020-12-29 04:00:00,956.95,100.0,-0.71
52288,2020-12-29 04:10:00,957.02,100.0,-0.94
52289,2020-12-29 04:20:00,957.0,100.0,-1.01
52290,2020-12-29 04:30:00,957.07,100.0,-0.91
52291,2020-12-29 04:40:00,957.2,100.0,-0.76
52292,2020-12-29 04:50:00,957.27,100.0,-0.71
52293,2020-12-29 05:00:00,957.43,100.0,-0.79
52294,2020-12-29 05:10:00,957.42,100.0,-0.71
52295,2020-12-29 05:20:00,957.41,100.0,-0.23
52296,2020-12-29 05:30:00,957.55,100.0,-0.9
52297,2020-12-29 05:40:00,957.61,100.0,-1.21
52298,2020-12-29 05:50:00,957.63,100.0,-1.0
52299,2020-12-29 06:00:00,957.58,100.0,-0.89
52300,2020-12-29 06:10:00,957.59,100.0,-0.66
52301,2020-12-29 06:20:00,957.75,100.0,-0.53
52302,2020-12-29 06:30:00,957.86,100.0,-0.49
52303,2020-12-29 06:40:00,957.95,99.6,0.17
52304,2020-12-29 06:50:00,957.96,98.3,0.58
52305,2020-12-29 07:00:00,958.16,95.8,1.18
52306,2020-12-29 07:10:00,958.31,94.4,1.52
52307,2020-12-29 07:20:00,958.33,94.5,1.59
52308,2020-12-29 07:30:00,958.37,95.2,1.53
52309,2020-12-29 07:40:00,958.54,95.9,1.49
52310,2020-12-29 07:50:00,958.6,95.6,1.57
52311,2020-12-29 08:00:00,958.74,95.7,1.54
52312,2020-12-29 08:10:00,958.81,97.5,1.24
52313,2020-12-29 08:20:00,958.91,97.6,1.27
52314,2020-12-29 08:30:00,959.02,96.9,1.41
52315,2020-12-29 08:40:00,959.08,97.2,1.3
52316,2020-12-29 08:50:00,959.2,98.4,1.11
52317,2020-12-29 09:00:00,959.27,97.9,1.19
52318,2020-12-29 09:10:00,959.36,99.2,0.96
52319,2020-12-29 09:20:00,959.44,100.0,0.82
52320,2020-12-29 09:30:00,959.54,99.9,1.01
52321,2020-12-29 09:40:00,959.69,98.4,1.35
52322,2020-12-29 09:50:00,959.77,99.5,1.24
52323,2020-12-29 10:00:00,959.92,99.5,1.48
52324,2020-12-29 10:10:00,960.05,98.5,1.8
52325,2020-12-29 10:20:00,960.22,98.4,1.84
52326,2020-12-29 10:30:00,960.41,98.5,1.85
52327,2020-12-29 10:40:00,960.56,97.6,2.13
52328,2020-12-29 10:50:00,960.66,98.0,2.26
52329,2020-12-29 11:00:00,960.75,97.9,2.4
52330,2020-12-29 11:10:00,960.93,97.9,2.55
52331,2020-12-29 11:20:00,961.05,97.1,2.72
52332,2020-12-29 11:30:00,961.14,95.7,3.01
52333,2020-12-29 11:40:00,961.36,94.3,3.26
52334,2020-12-29 11:50:00,961.45,92.3,3.49
52335,2020-12-29 12:00:00,961.58,88.3,3.55
52336,2020-12-29 12:10:00,961.84,88.1,3.49
52337,2020-12-29 12:20:00,961.98,88.5,3.39
52338,2020-12-29 12:30:00,962.09,88.9,3.3
52339,2020-12-29 12:40:00,962.35,88.2,3.35
52340,2020-12-29 12:50:00,962.53,87.0,3.47
52341,2020-12-29 13:00:00,962.7,86.5,3.48
52342,2020-12-29 13:10:00,963.0,86.4,3.4
52343,2020-12-29 13:20:00,963.25,86.2,3.34
52344,2020-12-29 13:30:00,963.53,86.1,3.4
52345,2020-12-29 13:40:00,963.78,86.1,3.52
52346,2020-12-29 13:50:00,963.98,86.1,3.54
52347,2020-12-29 14:00:00,964.21,85.9,3.56
52348,2020-12-29 14:10:00,964.4,86.3,3.61
52349,2020-12-29 14:20:00,964.61,85.0,3.73
52350,2020-12-29 14:30:00,964.86,85.2,3.56
52351,2020-12-29 14:40:00,965.1,84.6,3.55
52352,2020-12-29 14:50:00,965.3,84.7,3.52
52353,2020-12-29 15:00:00,965.56,85.7,3.44
52354,2020-12-29 15:10:00,965.81,85.9,3.43
52355,2020-12-29 15:20:00,965.97,85.8,3.48
52356,2020-12-29 15:30:00,966.21,85.3,3.56
52357,2020-12-29 15:40:00,966.46,85.2,3.58
52358,2020-12-29 15:50:00,966.62,85.6,3.41
52359,2020-12-29 16:00:00,966.82,86.5,3.28
52360,2020-12-29 16:10:00,966.89,86.8,3.23
52361,2020-12-29 16:20:00,966.98,86.3,3.16
52362,2020-12-29 16:30:00,967.19,87.6,2.95
52363,2020-12-29 16:40:00,967.34,87.7,2.87
52364,2020-12-29 16:50:00,967.44,86.7,2.75
52365,2020-12-29 17:00:00,967.7,87.2,2.57
52366,2020-12-29 17:10:00,967.92,86.3,2.5
52367,2020-12-29 17:20:00,967.99,84.6,2.54
52368,2020-12-29 17:30:00,968.11,84.6,2.47
52369,2020-12-29 17:40:00,968.12,83.7,2.53
52370,2020-12-29 17:50:00,968.18,82.8,2.74
52371,2020-12-29 18:00:00,968.42,83.3,2.73
52372,2020-12-29 18:10:00,968.6,84.2,2.62
52373,2020-12-29 18:20:00,968.8,84.7,2.56
52374,2020-12-29 18:30:00,968.88,85.1,2.61
52375,2020-12-29 18:40:00,968.91,86.0,2.56
52376,2020-12-29 18:50:00,969.07,85.3,2.67
52377,2020-12-29 19:00:00,969.36,84.7,2.77
52378,2020-12-29 19:10:00,969.56,86.3,2.5
52379,2020-12-29 19:20:00,969.68,87.5,2.21
52380,2020-12-29 19:30:00,969.83,87.0,2.24
52381,2020-12-29 19:40:00,969.92,86.5,2.28
52382,2020-12-29 19:50:00,970.07,87.2,2.13
52383,2020-12-29 20:00:00,970.23,85.6,2.3
52384,2020-12-29 20:10:00,970.4,84.2,2.48
52385,2020-12-29 20:20:00,970.44,85.9,2.17
52386,2020-12-29 20:30:00,970.63,85.6,2.08
52387,2020-12-29 20:40:00,970.78,84.9,2.25
52388,2020-12-29 20:50:00,970.87,84.5,2.27
52389,2020-12-29 21:00:00,970.86,85.4,2.18
52390,2020-12-29 21:10:00,970.94,85.0,2.33
52391,2020-12-29 21:20:00,971.04,85.8,2.29
52392,2020-12-29 21:30:00,971.11,86.0,2.24
52393,2020-12-29 21:40:00,971.11,84.6,2.43
52394,2020-12-29 21:50:00,971.11,84.0,2.55
52395,2020-12-29 22:00:00,971.25,84.9,2.5
52396,2020-12-29 22:10:00,971.42,86.0,2.3
52397,2020-12-29 22:20:00,971.48,87.1,2.22
52398,2020-12-29 22:30:00,971.58,88.3,1.99
52399,2020-12-29 22:40:00,971.71,89.6,1.85
52400,2020-12-29 22:50:00,971.7,89.4,1.82
52401,2020-12-29 23:00:00,971.7,88.7,1.95
52402,2020-12-29 23:10:00,971.67,87.2,2.16
52403,2020-12-29 23:20:00,971.71,87.3,2.17
52404,2020-12-29 23:30:00,971.73,88.1,2.03
52405,2020-12-29 23:40:00,971.7,88.4,2.05
52406,2020-12-29 23:50:00,971.71,87.8,2.21
52407,2020-12-30 00:00:00,971.66,87.4,2.34
52408,2020-12-30 00:10:00,971.72,88.1,2.24
52409,2020-12-30 00:20:00,971.68,88.0,2.29
52410,2020-12-30 00:30:00,971.72,88.2,2.3
52411,2020-12-30 00:40:00,971.71,88.3,2.32
52412,2020-12-30 00:50:00,971.88,89.1,2.23
52413,2020-12-30 01:00:00,972.13,89.0,2.26
52414,2020-12-30 01:10:00,972.18,89.4,2.21
52415,2020-12-30 01:20:00,972.26,89.7,2.16
52416,2020-12-30 01:30:00,972.26,90.5,2.01
52417,2020-12-30 01:40:00,972.29,91.2,1.96
52418,2020-12-30 01:50:00,972.3,90.4,2.17
52419,2020-12-30 02:00:00,972.37,89.2,2.38
52420,2020-12-30 02:10:00,972.53,90.1,2.21
52421,2020-12-30 02:20:00,972.6,90.5,2.13
52422,2020-12-30 02:30:00,972.77,91.1,2.06
52423,2020-12-30 02:40:00,972.76,91.8,1.92
52424,2020-12-30 02:50:00,972.71,93.3,1.51
52425,2020-12-30 03:00:00,972.78,94.5,1.29
52426,2020-12-30 03:10:00,972.83,91.8,1.65
52427,2020-12-30 03:20:00,972.8,91.9,1.41
52428,2020-12-30 03:30:00,972.81,92.9,1.28
52429,2020-12-30 03:40:00,972.85,92.8,1.47
52430,2020-12-30 03:50:00,972.87,93.3,1.49
52431,2020-12-30 04:00:00,972.96,93.9,1.32
52432,2020-12-30 04:10:00,972.99,94.4,1.22
52433,2020-12-30 04:20:00,973.06,94.1,1.28
52434,2020-12-30 04:30:00,973.19,93.5,1.39
52435,2020-12-30 04:40:00,973.25,92.8,1.51
52436,2020-12-30 04:50:00,973.26,92.5,1.58
52437,2020-12-30 05:00:00,973.2,92.6,1.55
52438,2020-12-30 05:10:00,973.17,92.7,1.51
52439,2020-12-30 05:20:00,973.28,93.4,1.38
52440,2020-12-30 05:30:00,973.3,93.7,1.32
52441,2020-12-30 05:40:00,973.41,94.2,1.27
52442,2020-12-30 05:50:00,973.43,93.9,1.3
52443,2020-12-30 06:00:00,973.35,93.3,1.41
52444,2020-12-30 06:10:00,973.44,93.3,1.42
52445,2020-12-30 06:20:00,973.56,93.6,1.36
52446,2020-12-30 06:30:00,973.71,93.9,1.27
52447,2020-12-30 06:40:00,973.78,93.9,1.27
52448,2020-12-30 06:50:00,973.85,94.1,1.23
52449,2020-12-30 07:00:00,973.96,94.2,1.18
52450,2020-12-30 07:10:00,974.06,94.8,0.99
52451,2020-12-30 07:20:00,974.09,93.7,1.11
52452,2020-12-30 07:30:00,974.14,91.9,1.33
52453,2020-12-30 07:40:00,974.18,91.1,1.41
52454,2020-12-30 07:50:00,974.23,90.4,1.52
52455,2020-12-30 08:00:00,974.31,90.2,1.54
52456,2020-12-30 08:10:00,974.42,91.3,1.36
52457,2020-12-30 08:20:00,974.52,93.0,1.02
52458,2020-12-30 08:30:00,974.64,93.5,0.94
52459,2020-12-30 08:40:00,974.78,92.6,1.15
52460,2020-12-30 08:50:00,974.83,89.8,1.7
52461,2020-12-30 09:00:00,974.91,88.6,1.96
52462,2020-12-30 09:10:00,975.03,88.9,1.96
52463,2020-12-30 09:20:00,975.09,89.8,1.82
52464,2020-12-30 09:30:00,975.14,90.2,1.78
52465,2020-12-30 09:40:00,975.26,89.8,1.85
52466,2020-12-30 09:50:00,975.4,89.1,1.95
52467,2020-12-30 10:00:00,975.48,89.1,1.91
52468,2020-12-30 10:10:00,975.54,89.0,1.92
52469,2020-12-30 10:20:00,975.64,89.6,1.83
52470,2020-12-30 10:30:00,975.73,89.4,1.9
52471,2020-12-30 10:40:00,975.85,88.2,2.24
52472,2020-12-30 10:50:00,975.84,86.8,2.65
52473,2020-12-30 11:00:00,975.81,85.8,2.99
52474,2020-12-30 11:10:00,975.78,86.2,3.01
52475,2020-12-30 11:20:00,975.79,86.9,3.03
52476,2020-12-30 11:30:00,975.85,86.5,3.24
52477,2020-12-30 11:40:00,975.84,85.1,3.52
52478,2020-12-30 11:50:00,975.79,84.9,3.67
52479,2020-12-30 12:00:00,975.82,84.4,3.87
52480,2020-12-30 12:10:00,975.8,83.9,3.94
52481,2020-12-30 12:20:00,975.73,83.9,4.09
52482,2020-12-30 12:30:00,975.58,83.5,4.11
52483,2020-12-30 12:40:00,975.54,83.2,4.27
52484,2020-12-30 12:50:00,975.57,82.9,4.24
52485,2020-12-30 13:00:00,975.57,82.6,4.27
52486,2020-12-30 13:10:00,975.49,81.2,4.64
52487,2020-12-30 13:20:00,975.47,79.59,4.78
52488,2020-12-30 13:30:00,975.41,79.29,4.74
